source	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	Deinococcus gobiensis	6.336890e-03	0.00633688975105076	98000	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus gobiensis
Bacteria/Archaea	Ralstonia mannitolilytica	6.142903e-03	0.006142903330100227	95000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia mannitolilytica
Bacteria/Archaea	Mycobacterium brumae	6.078241e-03	0.006078241189783382	94000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium brumae
Bacteria/Archaea	Geomonas paludis	6.013579e-03	0.0060135790494665374	93000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas paludis
Bacteria/Archaea	Pandoraea faecigallinarum	5.948917e-03	0.0059489169091496924	92000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea faecigallinarum
Bacteria/Archaea	Bibersteinia trehalosi	5.884255e-03	0.005884254768832848	91000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi
Bacteria/Archaea	Chania multitudinisentens	5.237633e-03	0.0052376333656644035	81000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chania;s__Chania multitudinisentens
Bacteria/Archaea	Methylotenera_A versatilis_A	5.172971e-03	0.005172971225347559	80000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera_A;s__Methylotenera_A versatilis_A
Bacteria/Archaea	Cupriavidus necator_D	4.914323e-03	0.004914322664080181	76000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus necator_D
Bacteria/Archaea	Acinetobacter portensis	4.849661e-03	0.004849660523763337	75000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter portensis
Bacteria/Archaea	Citrobacter europaeus	4.784998e-03	0.004784998383446492	74000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter europaeus
Bacteria/Archaea	Epidermidibacterium keratini	4.655674e-03	0.004655674102812803	72000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Antricoccaceae;g__Epidermidibacterium;s__Epidermidibacterium keratini
Bacteria/Archaea	Sphingopyxis terrae	4.526350e-03	0.0045263498221791145	70000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis terrae
Bacteria/Archaea	Brachybacterium halotolerans	4.526350e-03	0.0045263498221791145	70000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium halotolerans
Bacteria/Archaea	Mycobacterium madagascariense	4.332363e-03	0.00433236340122858	67000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium madagascariense
Bacteria/Archaea	Cryobacterium breve	4.332363e-03	0.00433236340122858	67000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium breve
Bacteria/Archaea	Klebsiella quasivariicola	4.267701e-03	0.004267701260911736	66000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasivariicola
Bacteria/Archaea	Xanthomonas hydrangeae	4.203039e-03	0.004203039120594891	65000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas hydrangeae
Bacteria/Archaea	Limosilactobacillus mucosae	4.203039e-03	0.004203039120594891	65000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae
Bacteria/Archaea	Leifsonia xyli_C	4.138377e-03	0.004138376980278047	64000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia xyli_C
Bacteria/Archaea	Agromyces aureus	4.138377e-03	0.004138376980278047	64000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces aureus
Bacteria/Archaea	Chryseobacterium oryzae	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium oryzae
Bacteria/Archaea	Cloacibacterium caeni_B	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__Cloacibacterium caeni_B
Bacteria/Archaea	Neisseria suis	3.879728e-03	0.0038797284190106693	60000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis
Bacteria/Archaea	Alistipes communis	3.879728e-03	0.0038797284190106693	60000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis
Bacteria/Archaea	Ancylobacter polymorphus_A	3.815066e-03	0.0038150662786938247	59000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter polymorphus_A
Bacteria/Archaea	Kaistella daneshvariae	3.815066e-03	0.0038150662786938247	59000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella daneshvariae
Bacteria/Archaea	Mycobacterium chubuense	3.815066e-03	0.0038150662786938247	59000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium chubuense
Bacteria/Archaea	Burkholderia plantarii	3.750404e-03	0.00375040413837698	58000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia plantarii
Bacteria/Archaea	Roseinatronobacter bogoriensis	3.621080e-03	0.0036210798577432915	56000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter bogoriensis
Bacteria/Archaea	Acidihalobacter aeolianus	3.491756e-03	0.0034917555771096023	54000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter aeolianus
Bacteria/Archaea	Pseudomonas_E yamanorum_A	3.427093e-03	0.0034270934367927578	53000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E yamanorum_A
Bacteria/Archaea	Mycobacterium novocastrense	3.427093e-03	0.0034270934367927578	53000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium novocastrense
Bacteria/Archaea	Duodenibacillus massiliensis	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis
Bacteria/Archaea	Immundisolibacter cernigliae	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter;s__Immundisolibacter cernigliae
Bacteria/Archaea	Streptococcus sanguinis_Q	3.233107e-03	0.0032331070158422245	50000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_Q
Bacteria/Archaea	Vreelandella hamiltonii	3.168445e-03	0.00316844487552538	49000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella hamiltonii
Bacteria/Archaea	Rhodovastum atsumiense	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum;s__Rhodovastum atsumiense
Bacteria/Archaea	Jiangella alkaliphila	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella alkaliphila
Bacteria/Archaea	Ligilactobacillus murinus	3.039121e-03	0.003039120594891691	47000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
Bacteria/Archaea	Aeromonas media	2.974458e-03	0.0029744584545748462	46000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas media
Bacteria/Archaea	Bifidobacterium pseudocatenulatum	2.974458e-03	0.0029744584545748462	46000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum
Bacteria/Archaea	Butyrivibrio_A crossota	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossota
Bacteria/Archaea	Bacteroides zhangwenhongii	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides zhangwenhongii
Bacteria/Archaea	Chitinimonas koreensis	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinimonas;s__Chitinimonas koreensis
Bacteria/Archaea	Methylobacterium sp900112625	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp900112625
Bacteria/Archaea	Methylocapsa silvestris_A	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa;s__Methylocapsa silvestris_A
Bacteria/Archaea	Erwinia amylovora	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia amylovora
Bacteria/Archaea	Variovorax paradoxus_E	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_E
Bacteria/Archaea	Acinetobacter proteolyticus	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter proteolyticus
Bacteria/Archaea	Fuscovulum blasticum	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fuscovulum;s__Fuscovulum blasticum
Bacteria/Archaea	Blautia_A wexlerae	2.780472e-03	0.002780472033624313	43000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
Bacteria/Archaea	Pseudomonas_E viridiflava	2.715810e-03	0.0027158098933074684	42000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava
Bacteria/Archaea	Erwinia tasmaniensis	2.651148e-03	0.002651147752990624	41000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia tasmaniensis
Bacteria/Archaea	Methylomonas methanica	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica
Bacteria/Archaea	Nitrobacter winogradskyi_A	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Nitrobacter;s__Nitrobacter winogradskyi_A
Bacteria/Archaea	Neisseria testudinis	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria testudinis
Bacteria/Archaea	Huintestinicola butyrica	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__Huintestinicola butyrica
Bacteria/Archaea	Janibacter limosus	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter;s__Janibacter limosus
Bacteria/Archaea	Aliiroseovarius crassostreae	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius;s__Aliiroseovarius crassostreae
Bacteria/Archaea	Sulfuricella denitrificans	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella;s__Sulfuricella denitrificans
Bacteria/Archaea	Nocardioides pantholopis	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides pantholopis
Bacteria/Archaea	Martelella mediterranea	2.457161e-03	0.0024571613320400905	38000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella mediterranea
Bacteria/Archaea	Rhodobacter capsulatus_C	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter capsulatus_C
Bacteria/Archaea	Bradyrhizobium septentrionale	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium septentrionale
Bacteria/Archaea	Runella rosea	2.327837e-03	0.0023278370514064014	36000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Runella;s__Runella rosea
Bacteria/Archaea	Chryseobacterium turcicum	2.327837e-03	0.0023278370514064014	36000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium turcicum
Bacteria/Archaea	Mycobacterium doricum	2.327837e-03	0.0023278370514064014	36000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium doricum
Bacteria/Archaea	Flaviflexus salsibiostraticola	2.263175e-03	0.0022631749110895573	35000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus salsibiostraticola
Bacteria/Archaea	Stenotrophomonas acidaminiphila	2.198513e-03	0.0021985127707727127	34000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas acidaminiphila
Bacteria/Archaea	Acinetobacter colistiniresistens	2.198513e-03	0.0021985127707727127	34000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter colistiniresistens
Bacteria/Archaea	Chryseobacterium taihuense	2.198513e-03	0.0021985127707727127	34000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium taihuense
Bacteria/Archaea	Simonsiella crassa	2.133851e-03	0.002133850630455868	33000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella crassa
Bacteria/Archaea	Pseudomonas_E eucalypticola	2.133851e-03	0.002133850630455868	33000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E eucalypticola
Bacteria/Archaea	Xylanimonas allomyrinae	2.133851e-03	0.002133850630455868	33000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Xylanimonas;s__Xylanimonas allomyrinae
Bacteria/Archaea	Xanthobacter viscosus	2.069188e-03	0.0020691884901390236	32000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__Xanthobacter viscosus
Bacteria/Archaea	Hominimerdicola aceti	2.069188e-03	0.0020691884901390236	32000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti
Bacteria/Archaea	Acinetobacter sp003268395	2.004526e-03	0.002004526349822179	31000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp003268395
Bacteria/Archaea	Flavobacterium gilvum	1.939864e-03	0.0019398642095053346	30000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gilvum
Bacteria/Archaea	Mycobacterium hassiacum	1.875202e-03	0.00187520206918849	29000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium hassiacum
Bacteria/Archaea	Phocaeicola salanitronis	1.810540e-03	0.0018105399288716457	28000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis
Bacteria/Archaea	Pseudomonas_E toyotomiensis	1.681216e-03	0.0016812156482379566	26000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E toyotomiensis
